Record Number,Fiscal Year,Department Name,Sub-Unit of Department,EEO Category Name,Reason,Employee Status,Pay Plan,Pay Grade,Classification Title,Separation Date,Pay Period End Date,Current Fiscal Year
12842,2013,"Education, Department of",,Professional,Voluntary Resignation,Permanent (Nonmerit),000,32,EDUCATION PROGRAM CONSULTANT,07/23/2012,08/02/2012,false
12843,2013,"Corrections, Department of",Fort Madison,Protective Services - Sworn,Retirement,Permanent (Merit),014,23,CORRECTIONAL OFFICER,07/24/2012,08/02/2012,false
12844,2013,"Human Services, Department of",Clarinda,Service/Maintenance,Disability/Medical,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,07/24/2012,08/02/2012,false
12845,2013,"Human Services, Department of",Independence,Professional,Retirement,Permanent (Merit),014,25,ACTIVITIES SPECIALIST 1,07/24/2012,08/02/2012,false
12846,2013,"Human Services, Department of",Woodward,Professional,Voluntary Resignation,Probationary (Merit),014,28,PSYCHOLOGIST 1,07/24/2012,08/02/2012,false
12847,2013,"Human Services, Department of",Glenwood,Professional,Retirement,Permanent (Merit),014,30,REGISTERED NURSE,07/25/2012,08/02/2012,false
12848,2013,"Human Services, Department of",Glenwood,Service/Maintenance,Involuntary Dismissal,Probationary (Merit),014,19,RESIDENT TREATMENT WORKER,07/25/2012,08/02/2012,false
12849,2013,"Human Services, Department of",Field Operations,Technician,Retirement,Permanent (Merit),009,29,INCOME MAINT WORKER 5,07/26/2012,08/02/2012,false
12850,2013,"Public Health, Department of",,Professional,Involuntary Dismissal,Probationary (Merit),014,32,NURSING STANDARDS REP,07/26/2012,08/02/2012,false
12851,2013,Agriculture and Land Stewardship,,Technician,Voluntary Resignation,Probationary (Merit),014,21,MEAT INSPECTOR,07/27/2012,08/02/2012,false
12852,2013,"Corrections, Department of",Anamosa,Protective Services - Sworn,Death,Permanent (Merit),000,27,CORRECTIONAL SUPERVISOR 1,07/27/2012,08/02/2012,false
12853,2013,"Corrections, Department of",Clarinda,Protective Services - Sworn,Voluntary Resignation,Probationary (Merit),014,23,CORRECTIONAL OFFICER,07/27/2012,08/02/2012,false
12854,2013,"Human Services, Department of",Field Operations,Administrative Support,Voluntary Resignation,Permanent (Merit),014,17,ACCOUNTING CLERK 2,07/27/2012,08/02/2012,false
12855,2013,"State Public Defender, Office of",,Professional,Voluntary Resignation,Permanent (Nonmerit),014,34,PUBLIC DEFENDER 2,07/27/2012,08/02/2012,false
12857,2013,"Public Health, Department of",,Official/Administrator,Retirement,Permanent (Merit),000,35,PUBLIC SERVICE EXECUTIVE 3,07/27/2012,08/02/2012,false
12859,2013,Governor's Office of Drug Control Policy,,Administrative Support,Involuntary Layoff,Permanent (Nonmerit),000,24,ADMIN SECRETARY,07/27/2012,08/02/2012,false
12858,2013,Governor's Office of Drug Control Policy,,Official/Administrator,Involuntary Layoff,Permanent (Merit),014,32,EXEC OFF 2,07/27/2012,08/02/2012,false
12860,2013,"Corrections, Department of",Oakdale,Protective Services - Sworn,Voluntary Resignation,Probationary (Merit),014,23,CORRECTIONAL OFFICER,07/28/2012,08/02/2012,false
12861,2013,"Corrections, Department of",Mt Pleasant,Protective Services - Sworn,Disability/Medical,Permanent (Merit),014,23,CORRECTIONAL OFFICER,07/29/2012,08/02/2012,false
12862,2013,"Administrative Services, Department of",,Official/Administrator,Retirement,Permanent (Merit),014,32,EXEC OFF 2,07/30/2012,08/02/2012,false
12863,2013,"Administrative Services, Department of",,Official/Administrator,Retirement,Permanent (Merit),014,35,EXEC OFF 3,07/30/2012,08/02/2012,false
12864,2013,"Human Services, Department of",Independence,Service/Maintenance,Retirement,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,07/30/2012,08/02/2012,false
12865,2013,Iowa Veterans Home,,Service/Maintenance,Involuntary Dismissal,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,07/30/2012,08/02/2012,false
12866,2013,Iowa Veterans Home,,Service/Maintenance,Involuntary Dismissal,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,07/30/2012,08/02/2012,false
12868,2013,"Administrative Services, Department of",,Administrative Support,Involuntary Layoff,Permanent (Merit),014,14,CLERK-ADVANCED,07/31/2012,08/02/2012,false
12867,2013,"Administrative Services, Department of",,Administrative Support,Retirement,Permanent (Merit),014,14,CLERK-ADVANCED,07/31/2012,08/02/2012,false
12869,2013,"Administrative Services, Department of",,Administrative Support,Retirement,Permanent (Merit),014,18,CLERK-SPECIALIST,07/31/2012,08/02/2012,false
12870,2013,"Corrections, Department of",Anamosa,Official/Administrator,Retirement,Permanent (Merit),000,36,DEPUTY SUPERINTENDENT,07/31/2012,08/02/2012,false
12871,2013,Iowa Workforce Development,,Professional,Retirement,Permanent (Merit),014,26,FIELD AUDITOR,07/31/2012,08/02/2012,false
12872,2013,Iowa Communications Network,,Official/Administrator,Involuntary Dismissal,Permanent (Nonmerit),000,41,PUBLIC SERVICE EXECUTIVE 5,07/31/2012,08/02/2012,false
12873,2013,"Human Services, Department of",Field Operations,Technician,Retirement,Permanent (Merit),009,24,INCOME MAINT WORKER 2,07/31/2012,08/02/2012,false
12874,2013,"Human Services, Department of",Glenwood,Service/Maintenance,Retirement,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,07/31/2012,08/02/2012,false
12875,2013,"Human Services, Department of",Woodward,Service/Maintenance,Retirement,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,07/31/2012,08/02/2012,false
12876,2013,"Public Safety, Department of",,Professional,Retirement,Permanent (Merit),009,32,CRIMINALIST,07/31/2012,08/02/2012,false
12877,2013,"Public Safety, Department of",,Protective Services - Sworn,Voluntary Resignation,Permanent (Nonmerit),007,24,TROOPER 1,07/31/2012,08/02/2012,false
12879,2013,Iowa Veterans Home,,Official/Administrator,Retirement,Permanent (Merit),000,28,ACTIVITIES SPECIALIST SUPV,07/31/2012,08/02/2012,false
12878,2013,Iowa Veterans Home,,Administrative Support,Retirement,Permanent (Merit),014,20,SECRETARY 2,07/31/2012,08/02/2012,false
12880,2013,"Corrections, Department of",Clarinda,Protective Services - Sworn,Voluntary Resignation,Permanent (Merit),014,23,CORRECTIONAL OFFICER,08/01/2012,08/02/2012,false
12881,2013,"Cultural Affairs, Department of",,Professional,Voluntary Resignation,Permanent (Merit),014,28,HISTORICAL PROGRAM SPECIALIST,08/01/2012,08/02/2012,false
12882,2013,"Education, Department of",,Professional,Voluntary Resignation,Permanent (Nonmerit),000,32,EDUCATION PROGRAM CONSULTANT,08/01/2012,08/02/2012,false
12883,2013,Iowa Workforce Development,,Administrative Support,Retirement,Permanent (Merit),014,18,WORKFORCE ASSOCIATE,08/01/2012,08/02/2012,false
12884,2013,"Human Services, Department of",Toledo Juvenile Home,Protective Services - Sworn,Involuntary Dismissal,Probationary (Merit),014,19,YOUTH SERVICES WORKER,08/01/2012,08/02/2012,false
12885,2013,Iowa Veterans Home,,Technician,Involuntary Dismissal,Probationary (Merit),014,26,LICENSED PRACTICAL NURSE,08/01/2012,08/02/2012,false
12886,2013,"Commerce, Department of",Alcoholic Beverages,Service/Maintenance,Voluntary Resignation,Permanent (Merit),014,16+13.5%,WAREHOUSE OPERATIONS WORKER,08/02/2012,08/02/2012,false
12887,2013,"Corrections, Department of",Fort Madison,Service/Maintenance,Voluntary Resignation,Permanent (Merit),014,24,CORRECTIONAL FOOD SERVICE COORD,08/02/2012,08/02/2012,false
12888,2013,"Corrections, Department of",Fort Dodge,Protective Services - Sworn,Voluntary Resignation,Permanent (Merit),014,23,CORRECTIONAL OFFICER,08/02/2012,08/02/2012,false
12889,2013,Economic Development Authority,,Professional,Involuntary Dismissal,Permanent (Nonmerit),000,30,ADMIN ASSISTANT 4,08/02/2012,08/02/2012,false
12890,2013,Economic Development Authority,,Professional,Involuntary Dismissal,Permanent (Nonmerit),000,30,ADMIN ASSISTANT 4,08/02/2012,08/02/2012,false
12891,2013,"Education, Department of",,Professional,Voluntary Resignation,Permanent (Nonmerit),000,35,ADMIN CONSULTANT,08/02/2012,08/02/2012,false
12892,2013,Iowa Workforce Development,,Administrative Support,Retirement,Permanent (Merit),014,18,WORKFORCE ASSOCIATE,08/02/2012,08/02/2012,false
12894,2013,"Human Services, Department of",Field Operations,Professional,Involuntary Dismissal,Probationary (Merit),009,25,SOCIAL WORKER 2,08/02/2012,08/02/2012,false
12895,2013,"Human Services, Department of",Field Operations,Technician,Return to Recall,Permanent (Merit),009,24,INCOME MAINT WORKER 2,08/02/2012,08/02/2012,false
12893,2013,"Human Services, Department of",Field Operations,Professional,Retirement,Permanent (Merit),009,27,SOCIAL WORKER 3,08/02/2012,08/02/2012,false
12897,2013,"Public Health, Department of",,Administrative Support,Retirement,Permanent (Merit),014,17,INFO TECH SUPPORT WORKER 2,08/02/2012,08/02/2012,false
12898,2013,"Public Safety, Department of",,Protective Services - Sworn,Voluntary Resignation,Permanent (Nonmerit),007,27,SPECIAL AGENT 1,08/02/2012,08/02/2012,false
12899,2013,Attorney General,,Official/Administrator,Retirement,Permanent (Nonmerit),000,43,DEPUTY ATTORNEY GENERAL,08/03/2012,08/16/2012,false
12900,2013,Iowa Workforce Development,,Professional,Voluntary Resignation,Permanent (Merit),014,30,WORKFORCE PROGRAM COORD,08/03/2012,08/16/2012,false
12901,2013,"Human Services, Department of",Field Operations,Professional,Voluntary Resignation,Permanent (Merit),009,25,SOCIAL WORKER 2,08/03/2012,08/16/2012,false
12902,2013,"Human Services, Department of",Toledo Juvenile Home,Professional,Voluntary Resignation,Permanent (Merit),000,27(-2.0),EDUCATOR,08/03/2012,08/16/2012,false
12904,2013,"Human Services, Department of",Woodward,Service/Maintenance,Involuntary Dismissal,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,08/03/2012,08/16/2012,false
12905,2013,"Human Services, Department of",Woodward,Service/Maintenance,Involuntary Dismissal,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,08/03/2012,08/16/2012,false
12903,2013,"Human Services, Department of",Woodward,Professional,Voluntary Resignation,Permanent (Merit),000,30,HUMAN SERV QUAL ASSURANCE COORD,08/03/2012,08/16/2012,false
12908,2013,Secretary of State,,Professional,Voluntary Resignation,Permanent (Nonmerit),000,33(-4.0),ATTORNEY 2,08/03/2012,08/16/2012,false
12909,2013,Iowa Veterans Home,,Service/Maintenance,Involuntary Dismissal,Probationary (Merit),014,19,RESIDENT TREATMENT WORKER,08/03/2012,08/16/2012,false
12910,2013,"Corrections, Department of",Newton,Protective Services - Sworn,Voluntary Resignation,Permanent (Merit),000,29,CORRECTIONAL SUPERVISOR 2,08/04/2012,08/16/2012,false
12911,2013,"Corrections, Department of",Clarinda,Official/Administrator,Retirement,Permanent (Merit),014,29,EXEC OFF 1,08/06/2012,08/16/2012,false
12912,2013,"Human Services, Department of",Toledo Juvenile Home,Skilled Craft,Involuntary Dismissal,Probationary (Merit),014,19+13.5%,MAINTENANCE REPAIRER,08/06/2012,08/16/2012,false
12913,2013,"Human Services, Department of",Glenwood,Service/Maintenance,Involuntary Dismissal,Probationary (Merit),014,14,COOK 1,08/06/2012,08/16/2012,false
12914,2013,Iowa Veterans Home,,Service/Maintenance,Involuntary Dismissal,Probationary (Merit),014,13,FOOD SERVICE WORKER,08/06/2012,08/16/2012,false
12915,2013,"Human Services, Department of",Glenwood,Service/Maintenance,Involuntary Dismissal,Permanent (Merit),000,24,RESIDENT TREATMENT SUPERVISOR,08/07/2012,08/16/2012,false
12917,2013,"Human Services, Department of",Woodward,Service/Maintenance,Involuntary Dismissal,Probationary (Merit),014,19,RESIDENT TREATMENT WORKER,08/07/2012,08/16/2012,false
12916,2013,"Human Services, Department of",Woodward,Service/Maintenance,Involuntary Dismissal,Probationary (Merit),014,19,RESIDENT TREATMENT WORKER,08/07/2012,08/16/2012,false
12918,2013,Governor's Office of Drug Control Policy,,Professional,Involuntary Layoff,Permanent (Merit),014,24,ADMIN ASSISTANT 2,08/07/2012,08/16/2012,false
12919,2013,Economic Development Authority,,Professional,Voluntary Resignation,Permanent (Nonmerit),000,33,ADMIN ASSISTANT 5,08/08/2012,08/16/2012,false
12920,2013,"Human Services, Department of",Glenwood,Technician,Involuntary Dismissal,Permanent (Merit),014,26,LICENSED PRACTICAL NURSE,08/08/2012,08/16/2012,false
12921,2013,"Human Services, Department of",Woodward,Service/Maintenance,Involuntary Dismissal,Probationary (Merit),014,19,RESIDENT TREATMENT WORKER,08/08/2012,08/16/2012,false
12922,2013,"Human Services, Department of",Glenwood,Service/Maintenance,Involuntary Dismissal,Probationary (Merit),014,19,RESIDENT TREATMENT WORKER,08/09/2012,08/16/2012,false
12924,2013,"Human Services, Department of",Woodward,Service/Maintenance,Voluntary Resignation,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,08/09/2012,08/16/2012,false
12923,2013,"Human Services, Department of",Woodward,Service/Maintenance,Voluntary Resignation,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,08/09/2012,08/16/2012,false
12925,2013,Agriculture and Land Stewardship,,Administrative Support,Retirement,Permanent (Merit),014,20,SECRETARY 2,08/10/2012,08/16/2012,false
12926,2013,"Corrections, Department of",Fort Madison,Professional,Voluntary Resignation,Probationary (Merit),014,30,REGISTERED NURSE,08/10/2012,08/16/2012,false
12928,2013,"Human Services, Department of",Glenwood,Service/Maintenance,Involuntary Dismissal,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,08/10/2012,08/16/2012,false
12927,2013,"Human Services, Department of",Glenwood,Service/Maintenance,Involuntary Dismissal,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,08/10/2012,08/16/2012,false
12929,2013,"Human Services, Department of",Glenwood,Service/Maintenance,Abandoned Job,Probationary (Merit),014,19,RESIDENT TREATMENT WORKER,08/10/2012,08/16/2012,false
12931,2013,"Corrections, Department of",Fort Madison,Protective Services - Sworn,Voluntary Resignation,Probationary (Merit),014,23,CORRECTIONAL OFFICER,08/12/2012,08/16/2012,false
12932,2013,"Corrections, Department of",Oakdale,Technician,Voluntary Resignation,Permanent (Merit),014,26,LICENSED PRACTICAL NURSE,08/13/2012,08/16/2012,false
12933,2013,"Human Services, Department of",Glenwood,Service/Maintenance,Voluntary Resignation,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,08/13/2012,08/16/2012,false
12936,2013,"Human Services, Department of",Glenwood,Professional,Involuntary Dismissal,Probationary (Merit),014,30,REGISTERED NURSE,08/14/2012,08/16/2012,false
12937,2013,"State Public Defender, Office of",,Administrative Support,Involuntary Dismissal,Probationary (Merit),014,17,SECRETARY 1,08/14/2012,08/16/2012,false
12938,2013,"Public Defense, Department of",,Protective Services - Sworn,Voluntary Resignation,Permanent (Merit),014,23,AIRPORT FIREFIGHTER,08/14/2012,08/16/2012,false
12939,2013,"Education, Department of",,Professional,Voluntary Resignation,Permanent (Merit),000,38,ATTORNEY 3,08/15/2012,08/16/2012,false
12941,2013,"Human Services, Department of",Glenwood,Service/Maintenance,Voluntary Resignation,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,08/15/2012,08/16/2012,false
12940,2013,"Human Services, Department of",Glenwood,Service/Maintenance,Involuntary Dismissal,Probationary (Merit),014,19,RESIDENT TREATMENT WORKER,08/15/2012,08/16/2012,false
12942,2013,"Corrections, Department of",Rockwell City,Protective Services - Sworn,Retirement,Permanent (Merit),014,23,CORRECTIONAL OFFICER,08/16/2012,08/16/2012,false
12943,2013,"Education, Department of",,Professional,Retirement,Permanent (Nonmerit),000,32,EDUCATION PROGRAM CONSULTANT,08/16/2012,08/16/2012,false
12944,2013,Iowa Workforce Development,,Administrative Support,Retirement,Permanent (Merit),014,18,WORKFORCE ASSOCIATE,08/16/2012,08/16/2012,false
12945,2013,"Human Services, Department of",Field Operations,Professional,Voluntary Resignation,Permanent (Merit),009,24,CHILD SUPPORT RECOVERY OFFICER,08/16/2012,08/16/2012,false
12946,2013,"Human Services, Department of",Glenwood,Service/Maintenance,Voluntary Resignation,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,08/16/2012,08/16/2012,false
12947,2013,"Human Services, Department of",Woodward,Professional,Voluntary Resignation,Permanent (Merit),014,30,REGISTERED NURSE,08/16/2012,08/16/2012,false
12948,2013,Homeland Security and Emergency Management,,Professional,Voluntary Resignation,Permanent (Merit),014,27,DISASTER PROJECT SPECIALIST 1,08/16/2012,08/16/2012,false
12950,2013,Iowa Veterans Home,,Service/Maintenance,Voluntary Resignation,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,08/16/2012,08/16/2012,false
12949,2013,Iowa Veterans Home,,Service/Maintenance,Voluntary Resignation,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,08/16/2012,08/16/2012,false
12951,2013,"Corrections, Department of",Rockwell City,Protective Services - Sworn,Voluntary Resignation,Permanent (Merit),014,23,CORRECTIONAL OFFICER,08/17/2012,08/30/2012,false
12952,2013,"Cultural Affairs, Department of",,Professional,Retirement,Permanent (Merit),014,28,HISTORICAL PROGRAM SPECIALIST,08/17/2012,08/30/2012,false
12953,2013,"Human Services, Department of",Glenwood,Service/Maintenance,Voluntary Resignation,Permanent (Merit),000,24,RESIDENT TREATMENT SUPERVISOR,08/17/2012,08/30/2012,false
12954,2013,"Human Services, Department of",Woodward,Service/Maintenance,Involuntary Dismissal,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,08/17/2012,08/30/2012,false
12955,2013,"Human Services, Department of",Woodward,Service/Maintenance,Voluntary Resignation,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,08/17/2012,08/30/2012,false
12958,2013,Secretary of State,,Administrative Support,Voluntary Resignation,Permanent (Nonmerit),000,17,SECRETARY 1,08/17/2012,08/30/2012,false
12959,2013,Iowa Veterans Home,,Skilled Craft,Retirement,Permanent (Merit),014,21+13.5%,PAINTER 2,08/17/2012,08/30/2012,false
12960,2013,Attorney General,,Professional,Voluntary Resignation,Permanent (Nonmerit),000,29,ASST ATTORNEY GENERAL 1,08/21/2012,08/30/2012,false
