Record Number,Fiscal Year,Department Name,Sub-Unit of Department,Reason,Employee Status,Pay Plan,Pay Grade,Classification Title,Separation Date,Pay Period End Date,Current Fiscal Year,Separation Year,Recent Layoff,Voluntary/Involuntary,Employee Status Encoded,EEO_EEO Category Name_Administrative Support,EEO_EEO Category Name_Official/Administrator,EEO_EEO Category Name_Professional,EEO_EEO Category Name_Protective Services - Sworn,EEO_EEO Category Name_Service/Maintenance,EEO_EEO Category Name_Skilled Craft,EEO_EEO Category Name_Technician,EEO_EEO Category Name_nan
12774,2013,Agriculture and Land Stewardship,Field Operations,Retirement,Permanent (Merit),014,18.0,SOIL CONSERVATION TECHNICIAN 2,2012-07-09,2012-07-19,False,2012,False,Voluntary,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12775,2013,"Education, Department of",Field Operations,Voluntary Resignation,Permanent (Nonmerit),000,32.0,EDUCATION PROGRAM CONSULTANT,2012-07-09,2012-07-19,False,2012,False,Involuntary,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12776,2013,Iowa Veterans Home,Field Operations,Involuntary Dismissal,Probationary (Merit),014,19.0,RESIDENT TREATMENT WORKER,2012-07-09,2012-07-19,False,2012,False,Involuntary,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
12777,2013,"Corrections, Department of",Mt Pleasant,Disability/Medical,Permanent (Merit),014,28.0,ACTIVITIES SPECIALIST 2,2012-07-10,2012-07-19,False,2012,False,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12778,2013,"Corrections, Department of",Fort Dodge,Retirement,Permanent (Merit),014,23.0,CORRECTIONAL OFFICER,2012-07-10,2012-07-19,False,2012,False,Voluntary,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
12779,2013,"Human Services, Department of",Field Operations,Involuntary Dismissal,Probationary (Merit),009,24.0,INCOME MAINT WORKER 2,2012-07-10,2012-07-19,False,2012,False,Involuntary,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12780,2013,"Human Services, Department of",Glenwood,Voluntary Resignation,Permanent (Merit),014,19.0,RESIDENT TREATMENT WORKER,2012-07-10,2012-07-19,False,2012,False,Involuntary,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
12781,2013,"Corrections, Department of",Oakdale,Involuntary Dismissal,Permanent (Merit),014,23.0,CORRECTIONAL OFFICER,2012-07-12,2012-07-19,False,2012,False,Involuntary,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
12782,2013,"Human Services, Department of",Field Operations,Retirement,Permanent (Merit),009,25.0,SOCIAL WORKER 2,2012-07-12,2012-07-19,False,2012,False,Voluntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12783,2013,"Human Services, Department of",Woodward,Retirement,Permanent (Merit),014,19.0,RESIDENT TREATMENT WORKER,2012-07-12,2012-07-19,False,2012,False,Voluntary,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
12785,2013,Law Enforcement Academy,Field Operations,Voluntary Resignation,Permanent (Merit),000,30.0,LAW ENFORCEMENT INSTRUCTOR,2012-07-12,2012-07-19,False,2012,False,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12786,2013,"Natural Resources, Department of",Field Operations,Voluntary Resignation,Permanent (Merit),000,31.0,FACILITIES ENGINEER 1,2012-07-12,2012-07-19,False,2012,False,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12787,2013,"Public Health, Department of",Field Operations,Involuntary Layoff,Permanent (Merit),014,15.0,TYPIST-ADVANCED,2012-07-12,2012-07-19,False,2012,False,Involuntary,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12788,2013,"Administrative Services, Department of",Field Operations,Voluntary Resignation,Permanent (Nonmerit),000,41.0,PUBLIC SERVICE EXECUTIVE 5,2012-07-13,2012-07-19,False,2012,False,Involuntary,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
12789,2013,Civil Rights Commission,Field Operations,Retirement,Permanent (Merit),009,27.0,CIVIL RIGHTS SPECIALIST,2012-07-13,2012-07-19,False,2012,False,Voluntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12790,2013,"Education, Department of",Field Operations,Voluntary Resignation,Permanent (Nonmerit),000,32.0,EDUCATION PROGRAM CONSULTANT,2012-07-13,2012-07-19,False,2012,False,Involuntary,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12791,2013,"Education, Department of",Field Operations,Voluntary Resignation,Permanent (Nonmerit),000,32.0,EDUCATION PROGRAM CONSULTANT,2012-07-13,2012-07-19,False,2012,False,Involuntary,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12792,2013,"Human Services, Department of",Field Operations,Voluntary Resignation,Permanent (Merit),009,25.0,SOCIAL WORKER 2,2012-07-13,2012-07-19,False,2012,False,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12793,2013,"Human Services, Department of",Glenwood,Voluntary Resignation,Probationary (Merit),014,19.0,RESIDENT TREATMENT WORKER,2012-07-13,2012-07-19,False,2012,False,Involuntary,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
12794,2013,"Human Services, Department of",Woodward,Involuntary Dismissal,Permanent (Merit),014,19.0,RESIDENT TREATMENT WORKER,2012-07-13,2012-07-19,False,2012,False,Involuntary,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
12795,2013,"Revenue, Department of",Field Operations,Voluntary Resignation,Permanent (Merit),014,25.0,REVENUE EXAMINER 2,2012-07-13,2012-07-19,False,2012,False,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12796,2013,Treasurer of State,Field Operations,Voluntary Resignation,Permanent (Nonmerit),000,21.0,ADMIN ASSISTANT 1,2012-07-13,2012-07-19,False,2012,False,Involuntary,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12797,2013,"Human Services, Department of",Glenwood,Involuntary Dismissal,Probationary (Merit),014,19.0,RESIDENT TREATMENT WORKER,2012-07-14,2012-07-19,False,2012,False,Involuntary,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
12798,2013,IPERS,Field Operations,Retirement,Permanent (Merit),000,40.0,PENSION SYSTEM ATTORNEY,2012-07-16,2012-07-19,False,2012,False,Voluntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12799,2013,"Public Safety, Department of",Field Operations,Retirement,Permanent (Merit),009,32.0,CRIMINALIST,2012-07-16,2012-07-19,False,2012,False,Voluntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12800,2013,Iowa Veterans Home,Field Operations,Voluntary Resignation,Permanent (Merit),014,19.0,RESIDENT TREATMENT WORKER,2012-07-16,2012-07-19,False,2012,False,Involuntary,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
12801,2013,"Commerce, Department of",Utilities Division,Retirement,Permanent (Merit),014,33.0,SENIOR UTILITY ANALYST,2012-07-17,2012-07-19,False,2012,False,Voluntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12802,2013,"Human Services, Department of",Woodward,Voluntary Resignation,Permanent (Merit),014,23.0,PSYCHOLOGY ASSISTANT,2012-07-17,2012-07-19,False,2012,False,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12803,2013,"Human Services, Department of",Field Operations,Involuntary Dismissal,Probationary (Merit),014,19.0,SOCIAL WORK ASSOCIATE,2012-07-18,2012-07-19,False,2012,False,Involuntary,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12805,2013,Iowa Veterans Home,Field Operations,Voluntary Resignation,Permanent (Merit),014,19.0,RESIDENT TREATMENT WORKER,2012-07-18,2012-07-19,False,2012,False,Involuntary,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
12806,2013,Agriculture and Land Stewardship,Field Operations,Retirement,Permanent (Merit),009,27.0,ENVIRONMENTAL SPECIALIST,2012-07-19,2012-07-19,False,2012,False,Voluntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12807,2013,Auditor of State,Field Operations,Voluntary Resignation,Permanent (Nonmerit),000,20.0,SECRETARY 2,2012-07-19,2012-07-19,False,2012,False,Involuntary,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12808,2013,"Commerce, Department of",Credit Union Division,Involuntary Dismissal,Permanent (Nonmerit),000,24.0,CREDIT UNION EXAMINER,2012-07-19,2012-07-19,False,2012,False,Involuntary,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12809,2013,"Commerce, Department of",Utilities Division,Voluntary Resignation,Permanent (Merit),014,28.0,UTILITIES REGULATION INSPECTOR,2012-07-19,2012-07-19,False,2012,False,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12810,2013,"Corrections, Department of",Fort Madison,Retirement,Permanent (Merit),014,23.0,CORRECTIONAL OFFICER,2012-07-19,2012-07-19,False,2012,False,Voluntary,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
12811,2013,"Corrections, Department of",Anamosa,Retirement,Permanent (Merit),014,25.0,SENIOR CORRECTIONAL OFFICER,2012-07-19,2012-07-19,False,2012,False,Voluntary,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
12812,2013,"Aging, Iowa Department on",Field Operations,Involuntary Dismissal,Probationary (Merit),014,29.0,PROGRAM PLANNER 3,2012-07-19,2012-07-19,False,2012,False,Involuntary,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12813,2013,"Human Services, Department of",General Administration,Retirement,Permanent (Merit),014,32.0,EXEC OFF 2,2012-07-19,2012-07-19,False,2012,False,Voluntary,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
12814,2013,"Human Services, Department of",Clarinda,Retirement,Permanent (Merit),000,24.0,ADMIN ASSISTANT 2,2012-07-19,2012-07-19,False,2012,False,Voluntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12815,2013,"Human Services, Department of",Glenwood,Voluntary Resignation,Permanent (Merit),014,19.0,RESIDENT TREATMENT WORKER,2012-07-19,2012-07-19,False,2012,False,Involuntary,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
12816,2013,"Human Services, Department of",Woodward,Involuntary Dismissal,Permanent (Merit),014,30.0,REGISTERED NURSE,2012-07-19,2012-07-19,False,2012,False,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12817,2013,"Inspections & Appeals, Department of",Field Operations,Retirement,Permanent (Merit),014,38.0,ADMIN LAW JUDGE 2,2012-07-19,2012-07-19,False,2012,False,Voluntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12819,2013,"Management, Department of",Field Operations,Retirement,Permanent (Merit),000,24.0,FISCAL & POLICY ANALYST SENIOR,2012-07-19,2012-07-19,False,2012,False,Voluntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12820,2013,"Public Defense, Department of",Field Operations,Retirement,Permanent (Merit),000,34.0,CONSTRUCTION/DESIGN ENGNR SR,2012-07-19,2012-07-19,False,2012,False,Voluntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12821,2013,Homeland Security and Emergency Management,Field Operations,Voluntary Resignation,Permanent (Merit),014,27.0,DISASTER PROJECT SPECIALIST 1,2012-07-19,2012-07-19,False,2012,False,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12822,2013,"Revenue, Department of",Field Operations,Retirement,Permanent (Merit),000,35.0,PUBLIC SERVICE EXECUTIVE 3,2012-07-19,2012-07-19,False,2012,False,Voluntary,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
12825,2013,Secretary of State,Field Operations,Involuntary Layoff,Permanent (Nonmerit),014,32.0,INFO TECH SPECIALIST 4,2012-07-19,2012-07-19,False,2012,False,Involuntary,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12826,2013,Secretary of State,Field Operations,Involuntary Layoff,Permanent (Merit),014,24.0,ADMIN ASSISTANT 2,2012-07-19,2012-07-19,False,2012,False,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12824,2013,Secretary of State,Field Operations,Involuntary Layoff,Permanent (Merit),014,17.0,INFO TECH SUPPORT WORKER 2,2012-07-19,2012-07-19,False,2012,False,Involuntary,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12823,2013,Secretary of State,Field Operations,Retirement,Permanent (Merit),014,17.0,INFO TECH SUPPORT WORKER 2,2012-07-19,2012-07-19,False,2012,False,Voluntary,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12829,2013,Iowa Veterans Home,Field Operations,Involuntary Dismissal,Permanent (Merit),014,19.0,RESIDENT TREATMENT WORKER,2012-07-19,2012-07-19,False,2012,False,Involuntary,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
12828,2013,Iowa Veterans Home,Field Operations,Voluntary Resignation,Permanent (Merit),014,26.0,CLINICAL DIETITIAN,2012-07-19,2012-07-19,False,2012,False,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12827,2013,Iowa Veterans Home,Field Operations,Retirement,Permanent (Merit),000,33.0,NURSE SUPERVISOR 2,2012-07-19,2012-07-19,False,2012,False,Voluntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12831,2013,"Corrections, Department of",Oakdale,Voluntary Resignation,Probationary (Merit),014,30.0,REGISTERED NURSE,2012-07-20,2012-08-02,False,2012,False,Involuntary,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12830,2013,"Corrections, Department of",Oakdale,Voluntary Resignation,Permanent (Nonmerit),000,24.0,PHYSICIAN,2012-07-20,2012-08-02,False,2012,False,Involuntary,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12832,2013,"Corrections, Department of",Clarinda,Voluntary Resignation,Permanent (Merit),014,23.0,DRUG ABUSE COUNSELOR 2,2012-07-20,2012-08-02,False,2012,False,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12834,2013,Iowa Workforce Development,Field Operations,Retirement,Permanent (Merit),014,32.0,INFO TECH SPECIALIST 4,2012-07-20,2012-08-02,False,2012,False,Voluntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12833,2013,Iowa Workforce Development,Field Operations,Voluntary Resignation,Permanent (Merit),014,32.0,EXEC OFF 2,2012-07-20,2012-08-02,False,2012,False,Involuntary,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
12835,2013,"Human Services, Department of",Field Operations,Voluntary Resignation,Permanent (Merit),009,24.0,INCOME MAINT WORKER 2,2012-07-20,2012-08-02,False,2012,False,Involuntary,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12836,2013,"Human Services, Department of",Toledo Juvenile Home,Voluntary Resignation,Permanent (Merit),000,24.0,EDUCATOR,2012-07-20,2012-08-02,False,2012,False,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12838,2013,"Natural Resources, Department of",Field Operations,Retirement,Permanent (Merit),009,28.0,NATURAL RESOURCES BIOLOGIST,2012-07-20,2012-08-02,False,2012,False,Voluntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12839,2013,Iowa Veterans Home,Field Operations,Voluntary Resignation,Permanent (Merit),014,13.0,FOOD SERVICE WORKER,2012-07-20,2012-08-02,False,2012,False,Involuntary,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
12840,2013,"Corrections, Department of",Newton,Voluntary Resignation,Permanent (Merit),014,23.0,CORRECTIONAL OFFICER,2012-07-22,2012-08-02,False,2012,False,Involuntary,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
12841,2013,"Corrections, Department of",Newton,Retirement,Permanent (Merit),014,23.0,CORRECTIONAL OFFICER,2012-07-22,2012-08-02,False,2012,False,Voluntary,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
12842,2013,"Education, Department of",Field Operations,Voluntary Resignation,Permanent (Nonmerit),000,32.0,EDUCATION PROGRAM CONSULTANT,2012-07-23,2012-08-02,False,2012,False,Involuntary,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12843,2013,"Corrections, Department of",Fort Madison,Retirement,Permanent (Merit),014,23.0,CORRECTIONAL OFFICER,2012-07-24,2012-08-02,False,2012,False,Voluntary,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
12844,2013,"Human Services, Department of",Clarinda,Disability/Medical,Permanent (Merit),014,19.0,RESIDENT TREATMENT WORKER,2012-07-24,2012-08-02,False,2012,False,Involuntary,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
12845,2013,"Human Services, Department of",Independence,Retirement,Permanent (Merit),014,25.0,ACTIVITIES SPECIALIST 1,2012-07-24,2012-08-02,False,2012,False,Voluntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12846,2013,"Human Services, Department of",Woodward,Voluntary Resignation,Probationary (Merit),014,28.0,PSYCHOLOGIST 1,2012-07-24,2012-08-02,False,2012,False,Involuntary,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12847,2013,"Human Services, Department of",Glenwood,Retirement,Permanent (Merit),014,30.0,REGISTERED NURSE,2012-07-25,2012-08-02,False,2012,False,Voluntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12848,2013,"Human Services, Department of",Glenwood,Involuntary Dismissal,Probationary (Merit),014,19.0,RESIDENT TREATMENT WORKER,2012-07-25,2012-08-02,False,2012,False,Involuntary,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
12849,2013,"Human Services, Department of",Field Operations,Retirement,Permanent (Merit),009,29.0,INCOME MAINT WORKER 5,2012-07-26,2012-08-02,False,2012,False,Voluntary,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12850,2013,"Public Health, Department of",Field Operations,Involuntary Dismissal,Probationary (Merit),014,32.0,NURSING STANDARDS REP,2012-07-26,2012-08-02,False,2012,False,Involuntary,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12851,2013,Agriculture and Land Stewardship,Field Operations,Voluntary Resignation,Probationary (Merit),014,21.0,MEAT INSPECTOR,2012-07-27,2012-08-02,False,2012,False,Involuntary,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12852,2013,"Corrections, Department of",Anamosa,Death,Permanent (Merit),000,27.0,CORRECTIONAL SUPERVISOR 1,2012-07-27,2012-08-02,False,2012,False,Involuntary,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
12853,2013,"Corrections, Department of",Clarinda,Voluntary Resignation,Probationary (Merit),014,23.0,CORRECTIONAL OFFICER,2012-07-27,2012-08-02,False,2012,False,Involuntary,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
12854,2013,"Human Services, Department of",Field Operations,Voluntary Resignation,Permanent (Merit),014,17.0,ACCOUNTING CLERK 2,2012-07-27,2012-08-02,False,2012,False,Involuntary,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12855,2013,"State Public Defender, Office of",Field Operations,Voluntary Resignation,Permanent (Nonmerit),014,34.0,PUBLIC DEFENDER 2,2012-07-27,2012-08-02,False,2012,False,Involuntary,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12857,2013,"Public Health, Department of",Field Operations,Retirement,Permanent (Merit),000,35.0,PUBLIC SERVICE EXECUTIVE 3,2012-07-27,2012-08-02,False,2012,False,Voluntary,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
12859,2013,Governor's Office of Drug Control Policy,Field Operations,Involuntary Layoff,Permanent (Nonmerit),000,24.0,ADMIN SECRETARY,2012-07-27,2012-08-02,False,2012,False,Involuntary,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12858,2013,Governor's Office of Drug Control Policy,Field Operations,Involuntary Layoff,Permanent (Merit),014,32.0,EXEC OFF 2,2012-07-27,2012-08-02,False,2012,False,Involuntary,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
12860,2013,"Corrections, Department of",Oakdale,Voluntary Resignation,Probationary (Merit),014,23.0,CORRECTIONAL OFFICER,2012-07-28,2012-08-02,False,2012,False,Involuntary,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
12861,2013,"Corrections, Department of",Mt Pleasant,Disability/Medical,Permanent (Merit),014,23.0,CORRECTIONAL OFFICER,2012-07-29,2012-08-02,False,2012,False,Involuntary,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
12862,2013,"Administrative Services, Department of",Field Operations,Retirement,Permanent (Merit),014,32.0,EXEC OFF 2,2012-07-30,2012-08-02,False,2012,False,Voluntary,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
12863,2013,"Administrative Services, Department of",Field Operations,Retirement,Permanent (Merit),014,35.0,EXEC OFF 3,2012-07-30,2012-08-02,False,2012,False,Voluntary,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
12864,2013,"Human Services, Department of",Independence,Retirement,Permanent (Merit),014,19.0,RESIDENT TREATMENT WORKER,2012-07-30,2012-08-02,False,2012,False,Voluntary,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
12865,2013,Iowa Veterans Home,Field Operations,Involuntary Dismissal,Permanent (Merit),014,19.0,RESIDENT TREATMENT WORKER,2012-07-30,2012-08-02,False,2012,False,Involuntary,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
12866,2013,Iowa Veterans Home,Field Operations,Involuntary Dismissal,Permanent (Merit),014,19.0,RESIDENT TREATMENT WORKER,2012-07-30,2012-08-02,False,2012,False,Involuntary,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
12868,2013,"Administrative Services, Department of",Field Operations,Involuntary Layoff,Permanent (Merit),014,14.0,CLERK-ADVANCED,2012-07-31,2012-08-02,False,2012,False,Involuntary,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12867,2013,"Administrative Services, Department of",Field Operations,Retirement,Permanent (Merit),014,14.0,CLERK-ADVANCED,2012-07-31,2012-08-02,False,2012,False,Voluntary,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12869,2013,"Administrative Services, Department of",Field Operations,Retirement,Permanent (Merit),014,18.0,CLERK-SPECIALIST,2012-07-31,2012-08-02,False,2012,False,Voluntary,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12870,2013,"Corrections, Department of",Anamosa,Retirement,Permanent (Merit),000,36.0,DEPUTY SUPERINTENDENT,2012-07-31,2012-08-02,False,2012,False,Voluntary,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
12871,2013,Iowa Workforce Development,Field Operations,Retirement,Permanent (Merit),014,26.0,FIELD AUDITOR,2012-07-31,2012-08-02,False,2012,False,Voluntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12872,2013,Iowa Communications Network,Field Operations,Involuntary Dismissal,Permanent (Nonmerit),000,41.0,PUBLIC SERVICE EXECUTIVE 5,2012-07-31,2012-08-02,False,2012,False,Involuntary,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
12873,2013,"Human Services, Department of",Field Operations,Retirement,Permanent (Merit),009,24.0,INCOME MAINT WORKER 2,2012-07-31,2012-08-02,False,2012,False,Voluntary,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12874,2013,"Human Services, Department of",Glenwood,Retirement,Permanent (Merit),014,19.0,RESIDENT TREATMENT WORKER,2012-07-31,2012-08-02,False,2012,False,Voluntary,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
12875,2013,"Human Services, Department of",Woodward,Retirement,Permanent (Merit),014,19.0,RESIDENT TREATMENT WORKER,2012-07-31,2012-08-02,False,2012,False,Voluntary,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
12876,2013,"Public Safety, Department of",Field Operations,Retirement,Permanent (Merit),009,32.0,CRIMINALIST,2012-07-31,2012-08-02,False,2012,False,Voluntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12877,2013,"Public Safety, Department of",Field Operations,Voluntary Resignation,Permanent (Nonmerit),007,24.0,TROOPER 1,2012-07-31,2012-08-02,False,2012,False,Involuntary,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
12879,2013,Iowa Veterans Home,Field Operations,Retirement,Permanent (Merit),000,28.0,ACTIVITIES SPECIALIST SUPV,2012-07-31,2012-08-02,False,2012,False,Voluntary,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
12878,2013,Iowa Veterans Home,Field Operations,Retirement,Permanent (Merit),014,20.0,SECRETARY 2,2012-07-31,2012-08-02,False,2012,False,Voluntary,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12880,2013,"Corrections, Department of",Clarinda,Voluntary Resignation,Permanent (Merit),014,23.0,CORRECTIONAL OFFICER,2012-08-01,2012-08-02,False,2012,False,Involuntary,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
12881,2013,"Cultural Affairs, Department of",Field Operations,Voluntary Resignation,Permanent (Merit),014,28.0,HISTORICAL PROGRAM SPECIALIST,2012-08-01,2012-08-02,False,2012,False,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12882,2013,"Education, Department of",Field Operations,Voluntary Resignation,Permanent (Nonmerit),000,32.0,EDUCATION PROGRAM CONSULTANT,2012-08-01,2012-08-02,False,2012,False,Involuntary,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12883,2013,Iowa Workforce Development,Field Operations,Retirement,Permanent (Merit),014,18.0,WORKFORCE ASSOCIATE,2012-08-01,2012-08-02,False,2012,False,Voluntary,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12884,2013,"Human Services, Department of",Toledo Juvenile Home,Involuntary Dismissal,Probationary (Merit),014,19.0,YOUTH SERVICES WORKER,2012-08-01,2012-08-02,False,2012,False,Involuntary,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
12885,2013,Iowa Veterans Home,Field Operations,Involuntary Dismissal,Probationary (Merit),014,26.0,LICENSED PRACTICAL NURSE,2012-08-01,2012-08-02,False,2012,False,Involuntary,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
